movieId,title,genres,language,poster_url
62,Mr. Holland's Opus (1995),Drama,English,https://image.tmdb.org/t/p/w500/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,English,https://image.tmdb.org/t/p/w500/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg
64,Two if by Sea (1996),Comedy|Romance,English,https://image.tmdb.org/t/p/w500/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
65,Bio-Dome (1996),Comedy,English,https://image.tmdb.org/t/p/w500/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,English,https://image.tmdb.org/t/p/w500/aP8eGsCyZVCHgSMxhDa4KiC7H9B.jpg
68,French Twist (Gazon maudit) (1995),Comedy|Romance,English,https://image.tmdb.org/t/p/w500/xlLnHizshGBwMiNrnop2kg2nYzE.jpg
69,Friday (1995),Comedy,English,https://image.tmdb.org/t/p/w500/2lReF53F8trkC68piGSfk0JVwWU.jpg
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,English,https://image.tmdb.org/t/p/w500/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg
71,Fair Game (1995),Action,English,https://image.tmdb.org/t/p/w500/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg
72,Kicking and Screaming (1995),Comedy|Drama,English,https://image.tmdb.org/t/p/w500/ynAtSpTou7snNOq32djzILw9VCA.jpg
73,"Misérables, Les (1995)",Drama|War,English,https://image.tmdb.org/t/p/w500/noJOLyIG1PFFin0mnByi37OwOLk.jpg
74,Bed of Roses (1996),Drama|Romance,English,https://image.tmdb.org/t/p/w500/zCXvHCEm8334d0d646ldDkXnKws.jpg
75,Big Bully (1996),Comedy|Drama,English,https://image.tmdb.org/t/p/w500/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg
76,Screamers (1995),Action|Sci-Fi|Thriller,English,https://image.tmdb.org/t/p/w500/eqgBf791rMZG7ywHfObpXeMpiRf.jpg
77,Nico Icon (1995),Documentary,English,https://image.tmdb.org/t/p/w500/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,English,https://image.tmdb.org/t/p/w500/kqUCp0XTjzXxqEQDy0x3hgZw6gI.jpg
79,"Juror, The (1996)",Drama|Thriller,English,https://image.tmdb.org/t/p/w500/TCSQejFMvoo2tsVnxP3HBZWTGU.jpg
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,English,https://image.tmdb.org/t/p/w500/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,English,https://image.tmdb.org/t/p/w500/3LxYzYybOVpnw0juCSlNL5cj8NK.jpg
82,Antonia's Line (Antonia) (1995),Comedy|Drama,English,https://image.tmdb.org/t/p/w500/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,English,https://image.tmdb.org/t/p/w500/2qeQStLy1wiqDFa1Dnm02f5UacO.jpg
85,Angels and Insects (1995),Drama|Romance,English,https://image.tmdb.org/t/p/w500/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
86,White Squall (1996),Action|Adventure|Drama,English,https://image.tmdb.org/t/p/w500/muhTVa52IufjTaqNseXFQUAEuyG.jpg
87,Dunston Checks In (1996),Children|Comedy,English,https://image.tmdb.org/t/p/w500/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg
88,Black Sheep (1996),Comedy,English,https://image.tmdb.org/t/p/w500/b6Spp82Tg8rv4YUSHGWFqFbgp0q.jpg
89,Nick of Time (1995),Action|Thriller,English,https://image.tmdb.org/t/p/w500/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
92,Mary Reilly (1996),Drama|Horror|Thriller,English,https://image.tmdb.org/t/p/w500/cW5wTiv5fdtBOd22utmAIZBCMS3.jpg
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,English,https://image.tmdb.org/t/p/w500/fodPA5x3REtOwColG17CucreZqM.jpg
94,Beautiful Girls (1996),Comedy|Drama|Romance,English,https://image.tmdb.org/t/p/w500/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
95,Broken Arrow (1996),Action|Adventure|Thriller,English,https://image.tmdb.org/t/p/w500/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg
96,In the Bleak Midwinter (1995),Comedy|Drama,English,https://image.tmdb.org/t/p/w500/lam5mVjru6yhgG8N1MHCqAUrxzL.jpg
97,"Hate (Haine, La) (1995)",Crime|Drama,English,https://image.tmdb.org/t/p/w500/mqjGnB3I5i8S7giySl91D9b1wDe.jpg
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,English,https://image.tmdb.org/t/p/w500/laPSb9I8TuYslOh1OcgaTByWKnw.jpg
100,City Hall (1996),Drama|Thriller,English,https://image.tmdb.org/t/p/w500/w7EkAl4Oi8Lc6VQKaqRHrOV3CxR.jpg
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,English,https://image.tmdb.org/t/p/w500/3NIxuMUmChKL94BXudMMMsBDe8o.jpg
102,Mr. Wrong (1996),Comedy,English,https://image.tmdb.org/t/p/w500/r0lJW33w9aNv0y4KfuuxTBrHTwC.jpg
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,English,https://image.tmdb.org/t/p/w500/jSRhcCWEqXJLaDzJjTRcdH5aDvb.jpg
104,Happy Gilmore (1996),Comedy,English,https://image.tmdb.org/t/p/w500/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
105,"Bridges of Madison County, The (1995)",Drama|Romance,English,https://image.tmdb.org/t/p/w500/aCBrhOQjhG397GLkEZ49zReQEKX.jpg
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,English,https://image.tmdb.org/t/p/w500/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,English,https://image.tmdb.org/t/p/w500/k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg
108,Catwalk (1996),Documentary,English,https://image.tmdb.org/t/p/w500/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg
110,Braveheart (1995),Action|Drama|War,English,https://image.tmdb.org/t/p/w500/or1gBugydmjToAEq7OZY0owwFk.jpg
111,Taxi Driver (1976),Crime|Drama|Thriller,English,https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,English,
113,Before and After (1996),Drama|Mystery,English,https://image.tmdb.org/t/p/w500/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg
116,Anne Frank Remembered (1995),Documentary,English,https://image.tmdb.org/t/p/w500/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,English,https://image.tmdb.org/t/p/w500/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg
118,If Lucy Fell (1996),Comedy|Romance,English,https://image.tmdb.org/t/p/w500/l3Bwmjdon6JBDzJUA3ZSdMZZ7lI.jpg
119,"Steal Big, Steal Little (1995)",Comedy,English,https://image.tmdb.org/t/p/w500/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg
121,"Boys of St. Vincent, The (1992)",Drama,English,https://image.tmdb.org/t/p/w500/wlfW9Id3t40gTZLwELtXr8A6RuF.jpg
122,Boomerang (1992),Comedy|Romance,English,https://image.tmdb.org/t/p/w500/apwkBVaJqLuK6mxe6sOABCeNjRw.jpg
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,English,https://image.tmdb.org/t/p/w500/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg
125,Flirting With Disaster (1996),Comedy,English,https://image.tmdb.org/t/p/w500/yfuYLKrOcSlzydbtwdHeAWddKO7.jpg
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,English,https://image.tmdb.org/t/p/w500/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg
128,Jupiter's Wife (1994),Documentary,English,https://image.tmdb.org/t/p/w500/2GIdaPLF7gYyXnlxGzTwV5fQGWy.jpg
129,Pie in the Sky (1996),Comedy|Romance,English,https://image.tmdb.org/t/p/w500/inCTFVMSqUaJN2LpdjJmuROoK3W.jpg
132,Jade (1995),Thriller,English,https://image.tmdb.org/t/p/w500/vNEdHgeTFDdK0plI9LTEOMeVveA.jpg
135,Down Periscope (1996),Comedy,English,https://image.tmdb.org/t/p/w500/brleKcHsirTw7lFqcgUMOfgL2nl.jpg
137,Man of the Year (1995),Documentary,English,https://image.tmdb.org/t/p/w500/s1etp9ZqcRqZVfonrdFJbQ6mgk9.jpg
140,Up Close and Personal (1996),Drama|Romance,English,https://image.tmdb.org/t/p/w500/9ZmtJB7j5U9XlBNyoO0gOyW9RF0.jpg
141,"Birdcage, The (1996)",Comedy,English,https://image.tmdb.org/t/p/w500/hU2XeckncHS61TWZKDtw1BrKmOO.jpg
144,"Brothers McMullen, The (1995)",Comedy,English,https://image.tmdb.org/t/p/w500/6oWsOJP0ed5gs8n2UywcailoxFN.jpg
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,English,https://image.tmdb.org/t/p/w500/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,English,https://image.tmdb.org/t/p/w500/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg
147,"Basketball Diaries, The (1995)",Drama,English,https://image.tmdb.org/t/p/w500/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg
148,"Awfully Big Adventure, An (1995)",Drama,English,https://image.tmdb.org/t/p/w500/tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg
149,Amateur (1994),Crime|Drama|Thriller,English,https://image.tmdb.org/t/p/w500/n0lFhpnoctfsPo5GXvuvQSgv9Fj.jpg
150,Apollo 13 (1995),Adventure|Drama|IMAX,English,https://image.tmdb.org/t/p/w500/tVeKscCm2fY1xDXZk8PgnZ87h9S.jpg
151,Rob Roy (1995),Action|Drama|Romance|War,English,https://image.tmdb.org/t/p/w500/kWI2rF6RAnRtEjfBlZgsXumgOm5.jpg
152,"Addiction, The (1995)",Drama|Horror,English,https://image.tmdb.org/t/p/w500/heN76b1pCJOwAHxvICoInXvPHHi.jpg
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,English,https://image.tmdb.org/t/p/w500/i0fJS8M5UKoETjjJ0zwUiKaR8tr.jpg
154,Beauty of the Day (Belle de jour) (1967),Drama,English,https://image.tmdb.org/t/p/w500/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg
155,Beyond Rangoon (1995),Adventure|Drama|War,English,https://image.tmdb.org/t/p/w500/xTiy5kSP3Hetig7xB4E8INq5ron.jpg
156,Blue in the Face (1995),Comedy|Drama,English,https://image.tmdb.org/t/p/w500/u0iwm9SDjlfFZDrSdSbcebX7VUG.jpg
157,Canadian Bacon (1995),Comedy|War,English,https://image.tmdb.org/t/p/w500/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg
158,Casper (1995),Adventure|Children,English,https://image.tmdb.org/t/p/w500/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg
159,Clockers (1995),Crime|Drama|Mystery,English,https://image.tmdb.org/t/p/w500/c79uqLJleho2a7OQayfrW5Ypphf.jpg
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,English,https://image.tmdb.org/t/p/w500/hPNSToNIIpRO6y5Rh973leqQqNr.jpg
161,Crimson Tide (1995),Drama|Thriller|War,English,https://image.tmdb.org/t/p/w500/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg
162,Crumb (1994),Documentary,English,https://image.tmdb.org/t/p/w500/9ocTHdBCJdwJ65Tubg3lYlfMxEY.jpg
163,Desperado (1995),Action|Romance|Western,English,https://image.tmdb.org/t/p/w500/e3gwpBeXpvGZsxUya9zNym5QXrw.jpg
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,English,https://image.tmdb.org/t/p/w500/5lcJhwKGavLbPva17QkTBhLfqEk.jpg
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,English,https://image.tmdb.org/t/p/w500/buqmCdFQEWwEpL3agGgg2GVjN2d.jpg
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,English,https://image.tmdb.org/t/p/w500/cRzRj2UBvIH8ryWhu5PNL2PzV7j.jpg
168,First Knight (1995),Action|Drama|Romance,English,https://image.tmdb.org/t/p/w500/dJH5bwtu3UxbwRsSlhlhmMrV8ZH.jpg
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,English,https://image.tmdb.org/t/p/w500/3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg
170,Hackers (1995),Action|Adventure|Crime|Thriller,English,https://image.tmdb.org/t/p/w500/w8H2KpRtpzwlxz5KrvINCVihok1.jpg
171,Jeffrey (1995),Comedy|Drama,English,https://image.tmdb.org/t/p/w500/cacIqtIkUaD5xYqUUN1J7qJjciQ.jpg
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,English,https://image.tmdb.org/t/p/w500/iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg
173,Judge Dredd (1995),Action|Crime|Sci-Fi,English,https://image.tmdb.org/t/p/w500/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg
174,Jury Duty (1995),Comedy,English,https://image.tmdb.org/t/p/w500/uzX5jl3YGVErNqaTg1d3Nrs1iS.jpg
175,Kids (1995),Drama,English,https://image.tmdb.org/t/p/w500/8qV8hUVCUnFIQKewzlhaFWhdszK.jpg
176,Living in Oblivion (1995),Comedy,English,https://image.tmdb.org/t/p/w500/b54xDk98oWtEtAso9sj1wjaZDDH.jpg
177,Lord of Illusions (1995),Horror,English,https://image.tmdb.org/t/p/w500/8MZu8s01psozeTuD6OzstP4vSvM.jpg
178,Love & Human Remains (1993),Comedy|Drama,English,https://image.tmdb.org/t/p/w500/9QVw6cPXfsjr4PncE1TeWudeLmh.jpg
179,Mad Love (1995),Drama|Romance,English,https://image.tmdb.org/t/p/w500/lDD8pKd6jSrFLV3RvE0eDGGGxR0.jpg
180,Mallrats (1995),Comedy|Romance,English,https://image.tmdb.org/t/p/w500/2ip0sGIMPN0XEN6q3lQIoaNI6tP.jpg
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,English,https://image.tmdb.org/t/p/w500/pcLbHqs80dchv0byHivhdwHKEup.jpg
183,Mute Witness (1994),Comedy|Horror|Thriller,English,https://image.tmdb.org/t/p/w500/2VFvSfnKFdZizuaonWbTmjAqD3.jpg
184,Nadja (1994),Drama,English,https://image.tmdb.org/t/p/w500/9ioGtd3mWTRkB8zyTG9ilrDqDcU.jpg
185,"Net, The (1995)",Action|Crime|Thriller,English,https://image.tmdb.org/t/p/w500/iJn1337MVElQA7LRLEHHoOLBavn.jpg
186,Nine Months (1995),Comedy|Romance,English,https://image.tmdb.org/t/p/w500/y3VwPenHpiuIGb0fhgyt7PXZKLB.jpg
187,Party Girl (1995),Comedy,English,https://image.tmdb.org/t/p/w500/AqCFJKx2C6pqdDQOP2d7aXvN7OO.jpg
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,English,https://image.tmdb.org/t/p/w500/3R3dXO2nm8JyR5NG7SEfii7RzlV.jpg
189,Reckless (1995),Comedy|Fantasy,English,https://image.tmdb.org/t/p/w500/76jjEatL53KYooIrDQK9wsk4rm1.jpg
190,Safe (1995),Thriller,English,https://image.tmdb.org/t/p/w500/2O71QsBkbqdLqQdx2yuNpJ4pFPq.jpg
191,"Scarlet Letter, The (1995)",Drama|Romance,English,https://image.tmdb.org/t/p/w500/mcA9i2nm4UJCUl7Wf6sf8qFkK0F.jpg
193,Showgirls (1995),Drama,English,https://image.tmdb.org/t/p/w500/o4HT3Ap5c99W4FYpdXUtTvxGgPc.jpg
194,Smoke (1995),Comedy|Drama,English,https://image.tmdb.org/t/p/w500/1WMUaTQaj2dQrhsPI3Px0OR9eTF.jpg
195,Something to Talk About (1995),Comedy|Drama|Romance,English,https://image.tmdb.org/t/p/w500/a52KpsmvLNdTdmDzw1fUrJONpfH.jpg
196,Species (1995),Horror|Sci-Fi,English,https://image.tmdb.org/t/p/w500/cT5wdyo8kT7dycqjrolJ2sHWkFx.jpg
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,English,https://image.tmdb.org/t/p/w500/qK8BsI2dGg8MmuBWNnWMRwxTKPm.jpg
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,English,https://image.tmdb.org/t/p/w500/fHET1T85gx2JuYGAcFUVPfRwMof.jpg
201,Three Wishes (1995),Drama|Fantasy,English,https://image.tmdb.org/t/p/w500/4kqH4d9FBQv5Sel39Ns7TMd13RT.jpg
202,Total Eclipse (1995),Drama|Romance,English,https://image.tmdb.org/t/p/w500/9ihmgsX9aDXZmwjvgrzJgH8FxNa.jpg
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,English,https://image.tmdb.org/t/p/w500/8bkJiI6N8wDxAtQ49bLUt0qCBII.jpg
204,Under Siege 2: Dark Territory (1995),Action,English,https://image.tmdb.org/t/p/w500/gElwFCQTbSK5hdK0PVyia547nst.jpg
205,Unstrung Heroes (1995),Comedy|Drama,English,https://image.tmdb.org/t/p/w500/twnqc80AL55WYnCVz4nMGEGcL7.jpg
206,Unzipped (1995),Documentary,English,https://image.tmdb.org/t/p/w500/dnIzv4rXr9FXkqW880E3rStYQA7.jpg
207,"Walk in the Clouds, A (1995)",Drama|Romance,English,https://image.tmdb.org/t/p/w500/xencQzZnUWDRAOUydjf9PWet8Ae.jpg
208,Waterworld (1995),Action|Adventure|Sci-Fi,English,https://image.tmdb.org/t/p/w500/X4UyUO5jgzs3c5YafnmYKLKKYw.jpg
209,White Man's Burden (1995),Drama,English,https://image.tmdb.org/t/p/w500/5MPatVYJXPYEGrd9RQiwldBBQvJ.jpg
210,Wild Bill (1995),Western,English,https://image.tmdb.org/t/p/w500/g5sQTDwc4BcvRCBAhnujhBPIEO1.jpg
211,"Browning Version, The (1994)",Drama,English,https://image.tmdb.org/t/p/w500/fRlXkYgQc6QfwYMAlv2neKhRswl.jpg
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,English,https://image.tmdb.org/t/p/w500/j3H0POtvl0Tt4Meesvp7HX6JxAv.jpg
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,English,https://image.tmdb.org/t/p/w500/jcpvnPSuRrynrgY7menuyZe7X4r.jpg
214,Before the Rain (Pred dozhdot) (1994),Drama|War,English,https://image.tmdb.org/t/p/w500/sAVSVFonnNkup5xnlxDkuRrmI2N.jpg
215,Before Sunrise (1995),Drama|Romance,English,https://image.tmdb.org/t/p/w500/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg
216,Billy Madison (1995),Comedy,English,https://image.tmdb.org/t/p/w500/sOdgtJdFalL9kRKaeJItARLTAEq.jpg
217,"Babysitter, The (1995)",Drama|Thriller,English,https://image.tmdb.org/t/p/w500/xH6aMqha9vy9g7fMixf2blUL9gy.jpg
218,Boys on the Side (1995),Comedy|Drama,English,https://image.tmdb.org/t/p/w500/2dhZnfBjiza5TupvOupRU4hFAcJ.jpg
219,"Cure, The (1995)",Drama,English,
220,Castle Freak (1995),Horror,English,https://image.tmdb.org/t/p/w500/rZv3aUkNngyZeiCgAjOEF5n0tve.jpg
