movieId,title,genres,language
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,English
71,Fair Game (1995),Action,English
72,Kicking and Screaming (1995),Comedy|Drama,English
73,"Misérables, Les (1995)",Drama|War,English
74,Bed of Roses (1996),Drama|Romance,English
75,Big Bully (1996),Comedy|Drama,English
76,Screamers (1995),Action|Sci-Fi|Thriller,English
77,Nico Icon (1995),Documentary,English
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,English
79,"Juror, The (1996)",Drama|Thriller,English
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,English
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,English
82,Antonia's Line (Antonia) (1995),Comedy|Drama,English
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,English
85,Angels and Insects (1995),Drama|Romance,English
86,White Squall (1996),Action|Adventure|Drama,English
87,Dunston Checks In (1996),Children|Comedy,English
88,Black Sheep (1996),Comedy,English
89,Nick of Time (1995),Action|Thriller,English
92,Mary Reilly (1996),Drama|Horror|Thriller,English
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,English
94,Beautiful Girls (1996),Comedy|Drama|Romance,English
95,Broken Arrow (1996),Action|Adventure|Thriller,English
96,In the Bleak Midwinter (1995),Comedy|Drama,English
97,"Hate (Haine, La) (1995)",Crime|Drama,English
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,English
100,City Hall (1996),Drama|Thriller,English
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,English
102,Mr. Wrong (1996),Comedy,English
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,English
104,Happy Gilmore (1996),Comedy,English
105,"Bridges of Madison County, The (1995)",Drama|Romance,English
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,English
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,English
108,Catwalk (1996),Documentary,English
110,Braveheart (1995),Action|Drama|War,English
111,Taxi Driver (1976),Crime|Drama|Thriller,English
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,English
113,Before and After (1996),Drama|Mystery,English
116,Anne Frank Remembered (1995),Documentary,English
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,English
118,If Lucy Fell (1996),Comedy|Romance,English
119,"Steal Big, Steal Little (1995)",Comedy,English
121,"Boys of St. Vincent, The (1992)",Drama,English
122,Boomerang (1992),Comedy|Romance,English
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,English
125,Flirting With Disaster (1996),Comedy,English
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,English
128,Jupiter's Wife (1994),Documentary,English
129,Pie in the Sky (1996),Comedy|Romance,English
132,Jade (1995),Thriller,English
135,Down Periscope (1996),Comedy,English
137,Man of the Year (1995),Documentary,English
140,Up Close and Personal (1996),Drama|Romance,English
141,"Birdcage, The (1996)",Comedy,English
144,"Brothers McMullen, The (1995)",Comedy,English
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,English
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,English
147,"Basketball Diaries, The (1995)",Drama,English
148,"Awfully Big Adventure, An (1995)",Drama,English
149,Amateur (1994),Crime|Drama|Thriller,English
150,Apollo 13 (1995),Adventure|Drama|IMAX,English
151,Rob Roy (1995),Action|Drama|Romance|War,English
152,"Addiction, The (1995)",Drama|Horror,English
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,English
154,Beauty of the Day (Belle de jour) (1967),Drama,English
155,Beyond Rangoon (1995),Adventure|Drama|War,English
156,Blue in the Face (1995),Comedy|Drama,English
157,Canadian Bacon (1995),Comedy|War,English
158,Casper (1995),Adventure|Children,English
159,Clockers (1995),Crime|Drama|Mystery,English
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,English
161,Crimson Tide (1995),Drama|Thriller|War,English
162,Crumb (1994),Documentary,English
163,Desperado (1995),Action|Romance|Western,English
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,English
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,English
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,English
168,First Knight (1995),Action|Drama|Romance,English
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,English
170,Hackers (1995),Action|Adventure|Crime|Thriller,English
171,Jeffrey (1995),Comedy|Drama,English
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,English
173,Judge Dredd (1995),Action|Crime|Sci-Fi,English
174,Jury Duty (1995),Comedy,English
175,Kids (1995),Drama,English
176,Living in Oblivion (1995),Comedy,English
177,Lord of Illusions (1995),Horror,English
178,Love & Human Remains (1993),Comedy|Drama,English
179,Mad Love (1995),Drama|Romance,English
180,Mallrats (1995),Comedy|Romance,English
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,English
183,Mute Witness (1994),Comedy|Horror|Thriller,English
184,Nadja (1994),Drama,English
185,"Net, The (1995)",Action|Crime|Thriller,English
186,Nine Months (1995),Comedy|Romance,English
187,Party Girl (1995),Comedy,English
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,English
189,Reckless (1995),Comedy|Fantasy,English
190,Safe (1995),Thriller,English
191,"Scarlet Letter, The (1995)",Drama|Romance,English
193,Showgirls (1995),Drama,English
194,Smoke (1995),Comedy|Drama,English
195,Something to Talk About (1995),Comedy|Drama|Romance,English
196,Species (1995),Horror|Sci-Fi,English
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,English
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,English
201,Three Wishes (1995),Drama|Fantasy,English
202,Total Eclipse (1995),Drama|Romance,English
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,English
204,Under Siege 2: Dark Territory (1995),Action,English
205,Unstrung Heroes (1995),Comedy|Drama,English
206,Unzipped (1995),Documentary,English
207,"Walk in the Clouds, A (1995)",Drama|Romance,English
208,Waterworld (1995),Action|Adventure|Sci-Fi,English
209,White Man's Burden (1995),Drama,English
210,Wild Bill (1995),Western,English
211,"Browning Version, The (1994)",Drama,English
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,English
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,English
214,Before the Rain (Pred dozhdot) (1994),Drama|War,English
215,Before Sunrise (1995),Drama|Romance,English
216,Billy Madison (1995),Comedy,English
217,"Babysitter, The (1995)",Drama|Thriller,English
218,Boys on the Side (1995),Comedy|Drama,English
219,"Cure, The (1995)",Drama,English
220,Castle Freak (1995),Horror,English
222,Circle of Friends (1995),Drama|Romance,English
223,Clerks (1994),Comedy,English
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,English
225,Disclosure (1994),Drama|Thriller,English
227,Drop Zone (1994),Action|Thriller,English
228,Destiny Turns on the Radio (1995),Comedy,English
229,Death and the Maiden (1994),Drama|Thriller,English
230,Dolores Claiborne (1995),Drama|Thriller,English
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,English
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,English
233,Exotica (1994),Drama,English
234,Exit to Eden (1994),Comedy,English
235,Ed Wood (1994),Comedy|Drama,English
236,French Kiss (1995),Action|Comedy|Romance,English
237,Forget Paris (1995),Comedy|Romance,English
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,English
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,English
240,Hideaway (1995),Thriller,English
241,Fluke (1995),Children|Drama,English
242,Farinelli: il castrato (1994),Drama|Musical,English
243,Gordy (1995),Children|Comedy|Fantasy,English
246,Hoop Dreams (1994),Documentary,English
247,Heavenly Creatures (1994),Crime|Drama,English
248,Houseguest (1994),Comedy,English
249,Immortal Beloved (1994),Drama|Romance,English
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,English
251,"Hunted, The (1995)",Action,English
252,I.Q. (1994),Comedy|Romance,English
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,English
254,Jefferson in Paris (1995),Drama,English
255,"Jerky Boys, The (1995)",Comedy,English
256,Junior (1994),Comedy|Sci-Fi,English
257,Just Cause (1995),Mystery|Thriller,English
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,English
259,Kiss of Death (1995),Crime|Drama|Thriller,English
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,English
261,Little Women (1994),Drama,English
262,"Little Princess, A (1995)",Children|Drama,English
263,Ladybird Ladybird (1994),Drama,English
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,English
266,Legends of the Fall (1994),Drama|Romance|War|Western,English
267,Major Payne (1995),Comedy,English
269,My Crazy Life (Mi vida loca) (1993),Drama,English
270,Love Affair (1994),Drama|Romance,English
271,Losing Isaiah (1995),Drama,English
272,"Madness of King George, The (1994)",Comedy|Drama,English
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,English
274,Man of the House (1995),Comedy,English
275,Mixed Nuts (1994),Comedy,English
276,Milk Money (1994),Comedy|Romance,English
277,Miracle on 34th Street (1994),Drama,English
278,Miami Rhapsody (1995),Comedy,English
279,My Family (1995),Drama,English
280,Murder in the First (1995),Drama|Thriller,English
281,Nobody's Fool (1994),Comedy|Drama|Romance,English
282,Nell (1994),Drama,English
283,New Jersey Drive (1995),Crime|Drama,English
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,English
285,Beyond Bedlam (1993),Drama|Horror,English
287,Nina Takes a Lover (1994),Comedy|Romance,English
288,Natural Born Killers (1994),Action|Crime|Thriller,English
289,Only You (1994),Comedy|Romance,English
290,Once Were Warriors (1994),Crime|Drama,English
291,Poison Ivy II (1996),Drama|Thriller,English
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,English
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,English
294,"Perez Family, The (1995)",Comedy|Romance,English
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,English
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,English
298,Pushing Hands (Tui shou) (1992),Drama,English
299,Priest (1994),Drama,English
300,Quiz Show (1994),Drama,English
301,Picture Bride (Bijo photo) (1994),Drama|Romance,English
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,English
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,English
304,Roommates (1995),Comedy|Drama,English
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,English
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,English
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,English
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,English
310,Rent-a-Kid (1995),Comedy,English
311,Relative Fear (1994),Horror|Thriller,English
312,Stuart Saves His Family (1995),Comedy,English
313,"Swan Princess, The (1994)",Animation|Children,English
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,English
315,"Specialist, The (1994)",Action|Drama|Thriller,English
316,Stargate (1994),Action|Adventure|Sci-Fi,English
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,English
318,"Shawshank Redemption, The (1994)",Crime|Drama,English
319,Shallow Grave (1994),Comedy|Drama|Thriller,English
320,Suture (1993),Film-Noir|Thriller,English
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,English
322,Swimming with Sharks (1995),Comedy|Drama,English
324,"Sum of Us, The (1994)",Comedy|Drama,English
325,National Lampoon's Senior Trip (1995),Comedy,English
326,To Live (Huozhe) (1994),Drama,English
327,Tank Girl (1995),Action|Comedy|Sci-Fi,English
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,English
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,English
330,Tales from the Hood (1995),Action|Crime|Horror,English
331,Tom & Viv (1994),Drama,English
332,Village of the Damned (1995),Horror|Sci-Fi,English
333,Tommy Boy (1995),Comedy,English
334,Vanya on 42nd Street (1994),Drama,English
335,Underneath (1995),Mystery|Thriller,English
336,"Walking Dead, The (1995)",Drama|War,English
337,What's Eating Gilbert Grape (1993),Drama,English
338,Virtuosity (1995),Action|Sci-Fi|Thriller,English
339,While You Were Sleeping (1995),Comedy|Romance,English
340,"War, The (1994)",Adventure|Drama|War,English
341,Double Happiness (1994),Drama,English
342,Muriel's Wedding (1994),Comedy,English
343,"Baby-Sitters Club, The (1995)",Children,English
344,Ace Ventura: Pet Detective (1994),Comedy,English
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,English
346,Backbeat (1993),Drama|Musical,English
347,Bitter Moon (1992),Drama|Film-Noir|Romance,English
348,Bullets Over Broadway (1994),Comedy,English
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,English
350,"Client, The (1994)",Drama|Mystery|Thriller,English
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,English
352,Crooklyn (1994),Comedy|Drama,English
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,English
354,Cobb (1994),Drama,English
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,English
356,Forrest Gump (1994),Comedy|Drama|Romance|War,English
357,Four Weddings and a Funeral (1994),Comedy|Romance,English
358,Higher Learning (1995),Drama,English
359,I Like It Like That (1994),Comedy|Drama|Romance,English
360,I Love Trouble (1994),Action|Comedy,English
361,It Could Happen to You (1994),Comedy|Drama|Romance,English
362,"Jungle Book, The (1994)",Adventure|Children|Romance,English
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,English
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,English
365,Little Buddha (1993),Drama,English
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,English
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,English
368,Maverick (1994),Adventure|Comedy|Western,English
369,Mrs. Parker and the Vicious Circle (1994),Drama,English
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,English
371,"Paper, The (1994)",Comedy|Drama,English
372,Reality Bites (1994),Comedy|Drama|Romance,English
373,Red Rock West (1992),Thriller,English
374,Richie Rich (1994),Children|Comedy,English
376,"River Wild, The (1994)",Action|Thriller,English
377,Speed (1994),Action|Romance|Thriller,English
378,Speechless (1994),Comedy|Romance,English
379,Timecop (1994),Action|Sci-Fi|Thriller,English
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,English
381,When a Man Loves a Woman (1994),Drama|Romance,English
382,Wolf (1994),Drama|Horror|Romance|Thriller,English
383,Wyatt Earp (1994),Western,English
384,Bad Company (1995),Action|Crime|Drama,English
385,"Man of No Importance, A (1994)",Drama,English
386,S.F.W. (1994),Drama,English
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,English
388,Boys Life (1995),Drama,English
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,English
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,English
391,Jason's Lyric (1994),Crime|Drama,English
393,Street Fighter (1994),Action|Adventure|Fantasy,English
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,English
406,Federal Hill (1994),Drama,English
407,In the Mouth of Madness (1995),Horror|Thriller,English
408,8 Seconds (1994),Drama,English
409,Above the Rim (1994),Crime|Drama,English
410,Addams Family Values (1993),Children|Comedy|Fantasy,English
412,"Age of Innocence, The (1993)",Drama,English
413,Airheads (1994),Comedy,English
414,"Air Up There, The (1994)",Comedy,English
415,Another Stakeout (1993),Comedy|Thriller,English
416,Bad Girls (1994),Western,English
417,Barcelona (1994),Comedy|Romance,English
418,Being Human (1993),Drama,English
419,"Beverly Hillbillies, The (1993)",Comedy,English
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,English
421,Black Beauty (1994),Adventure|Children|Drama,English
422,Blink (1994),Thriller,English
423,Blown Away (1994),Action|Thriller,English
424,Blue Chips (1994),Drama,English
425,Blue Sky (1994),Drama|Romance,English
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,English
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,English
428,"Bronx Tale, A (1993)",Drama,English
429,Cabin Boy (1994),Comedy,English
430,Calendar Girl (1993),Comedy|Drama,English
431,Carlito's Way (1993),Crime|Drama,English
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,English
433,Clean Slate (1994),Comedy,English
434,Cliffhanger (1993),Action|Adventure|Thriller,English
435,Coneheads (1993),Comedy|Sci-Fi,English
436,Color of Night (1994),Drama|Thriller,English
437,Cops and Robbersons (1994),Comedy,English
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,English
440,Dave (1993),Comedy|Romance,English
441,Dazed and Confused (1993),Comedy,English
442,Demolition Man (1993),Action|Adventure|Sci-Fi,English
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,English
445,Fatal Instinct (1993),Comedy,English
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,English
448,Fearless (1993),Drama,English
449,Fear of a Black Hat (1994),Comedy,English
450,With Honors (1994),Comedy|Drama,English
451,Flesh and Bone (1993),Drama|Mystery|Romance,English
452,Widows' Peak (1994),Drama,English
453,For Love or Money (1993),Comedy|Romance,English
454,"Firm, The (1993)",Drama|Thriller,English
455,Free Willy (1993),Adventure|Children|Drama,English
456,Fresh (1994),Crime|Drama|Thriller,English
457,"Fugitive, The (1993)",Thriller,English
458,Geronimo: An American Legend (1993),Drama|Western,English
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,English
460,Getting Even with Dad (1994),Comedy,English
461,Go Fish (1994),Drama|Romance,English
464,Hard Target (1993),Action|Adventure|Crime|Thriller,English
466,Hot Shots! Part Deux (1993),Action|Comedy|War,English
467,Live Nude Girls (1995),Comedy,English
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,English
469,"House of the Spirits, The (1993)",Drama|Romance,English
470,House Party 3 (1994),Comedy,English
471,"Hudsucker Proxy, The (1994)",Comedy,English
472,I'll Do Anything (1994),Comedy|Drama,English
473,In the Army Now (1994),Comedy|War,English
474,In the Line of Fire (1993),Action|Thriller,English
475,In the Name of the Father (1993),Drama,English
476,"Inkwell, The (1994)",Comedy|Drama,English
477,What's Love Got to Do with It? (1993),Drama|Musical,English
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,English
479,Judgment Night (1993),Action|Crime|Thriller,English
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,English
481,Kalifornia (1993),Drama|Thriller,English
482,Killing Zoe (1994),Crime|Drama|Thriller,English
484,Lassie (1994),Adventure|Children,English
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,English
486,Life with Mikey (1993),Comedy,English
487,Lightning Jack (1994),Comedy|Western,English
488,M. Butterfly (1993),Drama|Romance,English
489,Made in America (1993),Comedy,English
490,Malice (1993),Thriller,English
491,"Man Without a Face, The (1993)",Drama,English
492,Manhattan Murder Mystery (1993),Comedy|Mystery,English
493,Menace II Society (1993),Action|Crime|Drama,English
494,Executive Decision (1996),Action|Adventure|Thriller,English
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,English
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,English
497,Much Ado About Nothing (1993),Comedy|Romance,English
499,Mr. Wonderful (1993),Comedy|Romance,English
500,Mrs. Doubtfire (1993),Comedy|Drama,English
501,Naked (1993),Drama,English
502,"Next Karate Kid, The (1994)",Action|Children|Romance,English
504,No Escape (1994),Action|Drama|Sci-Fi,English
505,North (1994),Comedy,English
506,Orlando (1992),Drama|Fantasy|Romance,English
507,"Perfect World, A (1993)",Crime|Drama|Thriller,English
508,Philadelphia (1993),Drama,English
509,"Piano, The (1993)",Drama|Romance,English
510,Poetic Justice (1993),Drama,English
511,"Program, The (1993)",Action|Drama,English
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,English
513,Radioland Murders (1994),Comedy|Mystery|Romance,English
514,"Ref, The (1994)",Comedy,English
515,"Remains of the Day, The (1993)",Drama|Romance,English
516,Renaissance Man (1994),Comedy|Drama,English
517,Rising Sun (1993),Action|Drama|Mystery,English
518,"Road to Wellville, The (1994)",Comedy,English
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,English
520,Robin Hood: Men in Tights (1993),Comedy,English
521,Romeo Is Bleeding (1993),Crime|Thriller,English
522,Romper Stomper (1992),Action|Drama,English
523,Ruby in Paradise (1993),Drama,English
524,Rudy (1993),Drama,English
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,English
527,Schindler's List (1993),Drama|War,English
528,"Scout, The (1994)",Comedy|Drama,English
529,Searching for Bobby Fischer (1993),Drama,English
531,"Secret Garden, The (1993)",Children|Drama,English
532,Serial Mom (1994),Comedy|Crime|Horror,English
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,English
534,Shadowlands (1993),Drama|Romance,English
535,Short Cuts (1993),Drama,English
536,"Simple Twist of Fate, A (1994)",Drama,English
537,Sirens (1994),Drama,English
538,Six Degrees of Separation (1993),Drama,English
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,English
540,Sliver (1993),Thriller,English
541,Blade Runner (1982),Action|Sci-Fi|Thriller,English
542,Son in Law (1993),Comedy|Drama|Romance,English
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,English
544,Striking Distance (1993),Action|Crime,English
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,English
547,Surviving the Game (1994),Action|Adventure|Thriller,English
548,Terminal Velocity (1994),Action|Mystery|Thriller,English
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,English
550,Threesome (1994),Comedy|Romance,English
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,English
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,English
553,Tombstone (1993),Action|Drama|Western,English
555,True Romance (1993),Crime|Thriller,English
556,"War Room, The (1993)",Documentary,English
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,English
562,Welcome to the Dollhouse (1995),Comedy|Drama,English
563,Germinal (1993),Drama|Romance,English
564,Chasers (1994),Comedy,English
567,Kika (1993),Comedy|Drama,English
568,Bhaji on the Beach (1993),Comedy|Drama,English
569,Little Big League (1994),Comedy|Drama,English
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,English
574,Spanking the Monkey (1994),Comedy|Drama,English
575,"Little Rascals, The (1994)",Children|Comedy,English
577,Andre (1994),Adventure|Children|Drama,English
579,"Escort, The (Scorta, La) (1993)",Crime|Thriller,English
580,Princess Caraboo (1994),Drama,English
581,"Celluloid Closet, The (1995)",Documentary,English
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,English
585,"Brady Bunch Movie, The (1995)",Comedy,English
586,Home Alone (1990),Children|Comedy,English
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,English
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,English
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,English
590,Dances with Wolves (1990),Adventure|Drama|Western,English
592,Batman (1989),Action|Crime|Thriller,English
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,English
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,English
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,English
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,English
597,Pretty Woman (1990),Comedy|Romance,English
599,"Wild Bunch, The (1969)",Adventure|Western,English
600,Love and a .45 (1994),Action|Comedy|Crime,English
602,"Great Day in Harlem, A (1994)",Documentary,English
605,One Fine Day (1996),Drama|Romance,English
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,English
608,Fargo (1996),Comedy|Crime|Drama|Thriller,English
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,English
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,English
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,English
612,"Pallbearer, The (1996)",Comedy,English
613,Jane Eyre (1996),Drama|Romance,English
615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama,English
